,AS,1. What is your gender?,2. How old were you at your last birthday?,36a. I have unrealistic time pressures,20a. My supervisor provides me with regular and constructive feedback,"18f. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","18g. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
8214,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,4.0
8215,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
8216,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,5.0
8217,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,5.0,5.0
8218,Small (Less than 250 employees),Male,40 to 54 years,5.0,4.0,4.0,4.0
8219,Small (Less than 250 employees),Female,40 to 54 years,4.0,3.0,4.0,5.0
8220,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,1.0,4.0
8221,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,4.0
8222,Small (Less than 250 employees),Female,Under 40 years,3.0,3.0,3.0,4.0
8223,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,5.0
8224,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,5.0
8225,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,5.0
8226,Small (Less than 250 employees),Female,Under 40 years,1.0,5.0,1.0,1.0
8227,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
8228,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,3.0,4.0
8229,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,5.0
8230,Small (Less than 250 employees),Male,Under 40 years,3.0,2.0,4.0,5.0
8231,Small (Less than 250 employees),Male,55 years or older,2.0,3.0,3.0,3.0
8232,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,5.0
8233,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,3.0
8234,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,4.0,4.0
8235,Small (Less than 250 employees),Female,40 to 54 years,1.0,1.0,2.0,4.0
8236,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,3.0,4.0
8237,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,2.0,4.0
8238,Small (Less than 250 employees),Female,40 to 54 years,2.0,3.0,4.0,4.0
8239,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,4.0,4.0
8240,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,5.0,5.0
8241,Small (Less than 250 employees),Male,40 to 54 years,4.0,3.0,3.0,4.0
8242,Small (Less than 250 employees),Female,Under 40 years,2.0,5.0,4.0,4.0
8243,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,3.0,2.0
8244,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
8245,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,5.0,4.0
8246,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,5.0,5.0
8247,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,5.0
8248,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
8249,Small (Less than 250 employees),Male,Under 40 years,4.0,3.0,5.0,4.0
8250,Small (Less than 250 employees),Male,Under 40 years,4.0,2.0,4.0,4.0
8251,Small (Less than 250 employees),Female,Under 40 years,4.0,2.0,4.0,2.0
8252,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,4.0,4.0
8253,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,4.0,4.0
8254,Small (Less than 250 employees),Female,Under 40 years,3.0,2.0,4.0,4.0
8255,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,4.0
8256,Small (Less than 250 employees),Male,55 years or older,3.0,3.0,4.0,4.0
8257,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,4.0
8258,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,4.0
8259,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,5.0,5.0
8260,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
8261,Small (Less than 250 employees),Female,40 to 54 years,2.0,5.0,4.0,4.0
8262,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
8263,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,4.0,1.0
8264,Small (Less than 250 employees),Female,40 to 54 years,4.0,3.0,3.0,3.0
8265,Small (Less than 250 employees),Female,40 to 54 years,1.0,5.0,5.0,3.0
8266,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,3.0,4.0
8267,Small (Less than 250 employees),Male,55 years or older,4.0,4.0,4.0,4.0
8268,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
8269,Small (Less than 250 employees),Female,40 to 54 years,5.0,5.0,5.0,5.0
8270,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,3.0,4.0
8271,Small (Less than 250 employees),Female,Under 40 years,2.0,2.0,2.0,4.0
8272,Small (Less than 250 employees),Male,40 to 54 years,3.0,2.0,2.0,3.0
8273,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,4.0,4.0
8274,Small (Less than 250 employees),Male,55 years or older,4.0,5.0,4.0,4.0
8275,Small (Less than 250 employees),Female,Under 40 years,2.0,2.0,1.0,5.0
8276,Small (Less than 250 employees),Female,55 years or older,3.0,3.0,4.0,4.0
8277,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,4.0,4.0
8278,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,5.0,1.0
8279,Small (Less than 250 employees),Male,Under 40 years,3.0,3.0,4.0,2.0
8280,Small (Less than 250 employees),Female,Under 40 years,3.0,3.0,4.0,4.0
8281,Small (Less than 250 employees),Male,55 years or older,2.0,4.0,2.0,4.0
8282,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,5.0,5.0
8283,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,5.0
8284,Small (Less than 250 employees),Male,Under 40 years,3.0,3.0,3.0,5.0
8285,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,2.0,4.0
8286,Small (Less than 250 employees),Male,Under 40 years,4.0,3.0,4.0,4.0
8287,Small (Less than 250 employees),Male,40 to 54 years,1.0,4.0,4.0,4.0
8288,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,2.0,3.0
8289,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,4.0
8290,Small (Less than 250 employees),Female,40 to 54 years,3.0,2.0,3.0,5.0
8291,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
8292,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,5.0
8293,Small (Less than 250 employees),Male,55 years or older,2.0,2.0,2.0,4.0
8294,Small (Less than 250 employees),Male,Under 40 years,2.0,3.0,2.0,3.0
8295,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
8296,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,2.0,5.0
8297,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,4.0,3.0
8298,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,3.0,4.0
8299,Small (Less than 250 employees),Female,40 to 54 years,4.0,3.0,4.0,3.0
8300,Small (Less than 250 employees),Male,55 years or older,2.0,3.0,3.0,5.0
8301,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,5.0
8302,Small (Less than 250 employees),Male,Under 40 years,5.0,5.0,5.0,5.0
8303,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,3.0
8304,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,2.0,4.0
8305,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,5.0,5.0
8306,Small (Less than 250 employees),Female,Under 40 years,3.0,2.0,4.0,4.0
8307,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,4.0,4.0
8308,Small (Less than 250 employees),Female,Under 40 years,3.0,2.0,5.0,5.0
8309,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,4.0,4.0
8310,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,5.0,5.0
8311,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,4.0,4.0
8312,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,2.0,2.0
8313,Small (Less than 250 employees),Male,Under 40 years,2.0,5.0,4.0,2.0
8314,Small (Less than 250 employees),Female,40 to 54 years,4.0,3.0,3.0,4.0
8315,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,4.0,4.0
8316,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,3.0,3.0
8317,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,4.0,4.0
8318,Small (Less than 250 employees),Male,40 to 54 years,3.0,2.0,4.0,2.0
8319,Small (Less than 250 employees),Female,40 to 54 years,1.0,3.0,2.0,5.0
8320,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
8321,Small (Less than 250 employees),Male,40 to 54 years,2.0,1.0,1.0,4.0
8322,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,3.0,4.0
8323,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
8324,Small (Less than 250 employees),Female,Under 40 years,2.0,5.0,2.0,5.0
8325,Small (Less than 250 employees),Female,Under 40 years,1.0,4.0,4.0,4.0
8326,Small (Less than 250 employees),Male,Under 40 years,1.0,5.0,5.0,5.0
8327,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,4.0,5.0
8328,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,5.0
8329,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,5.0,5.0
8330,Small (Less than 250 employees),Female,55 years or older,3.0,3.0,4.0,4.0
8331,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
8332,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,4.0,4.0
8333,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,4.0
8334,Small (Less than 250 employees),Male,Under 40 years,2.0,5.0,5.0,5.0
8335,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,5.0,5.0
8336,Small (Less than 250 employees),Female,55 years or older,3.0,3.0,4.0,4.0
8337,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,5.0
8338,Small (Less than 250 employees),Male,Under 40 years,3.0,3.0,4.0,5.0
8339,Small (Less than 250 employees),Male,40 to 54 years,4.0,2.0,4.0,4.0
8340,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,4.0,4.0
8341,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,4.0,5.0
8342,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,5.0,5.0
8343,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,3.0,4.0
8344,Small (Less than 250 employees),Female,40 to 54 years,2.0,3.0,3.0,4.0
8345,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,4.0,4.0
8346,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,5.0,4.0
8347,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,2.0,2.0
8348,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,5.0,4.0
8349,Small (Less than 250 employees),Female,Under 40 years,2.0,3.0,2.0,4.0
8350,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,5.0,5.0
8351,Small (Less than 250 employees),Female,40 to 54 years,2.0,2.0,1.0,3.0
8352,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,4.0,5.0
8353,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,4.0
8354,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,4.0,5.0
8355,Small (Less than 250 employees),Female,Under 40 years,2.0,2.0,4.0,3.0
8356,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,1.0,4.0
8357,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,4.0,5.0
8358,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,2.0,4.0
8359,Small (Less than 250 employees),Male,Under 40 years,2.0,5.0,5.0,5.0
8360,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,3.0,5.0
8361,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,2.0,4.0
8362,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,5.0
8363,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,2.0,4.0
8364,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,3.0
8365,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
8366,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
8367,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,5.0,5.0
8368,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
8369,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,5.0,4.0
8370,Small (Less than 250 employees),Female,40 to 54 years,2.0,2.0,5.0,4.0
8371,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,5.0,4.0
8372,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,5.0,5.0
8373,Small (Less than 250 employees),Female,Under 40 years,5.0,4.0,4.0,4.0
8374,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,4.0,5.0
8375,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,2.0,4.0
8376,Small (Less than 250 employees),Male,40 to 54 years,1.0,5.0,5.0,4.0
8377,Small (Less than 250 employees),Male,55 years or older,1.0,4.0,1.0,1.0
8378,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,5.0
8379,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
8380,Small (Less than 250 employees),Female,55 years or older,4.0,2.0,2.0,5.0
8381,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,2.0,4.0
8382,Small (Less than 250 employees),Male,55 years or older,4.0,4.0,4.0,4.0
8383,Small (Less than 250 employees),Male,40 to 54 years,2.0,5.0,3.0,3.0
8384,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,3.0,3.0
8385,Small (Less than 250 employees),Male,40 to 54 years,3.0,2.0,4.0,4.0
8386,Small (Less than 250 employees),Male,55 years or older,3.0,1.0,1.0,1.0
8387,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,5.0
8388,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,3.0,5.0
8389,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,5.0,5.0
8390,Small (Less than 250 employees),Male,55 years or older,4.0,5.0,4.0,5.0
8391,Small (Less than 250 employees),Female,Under 40 years,2.0,5.0,4.0,5.0
8392,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,4.0,5.0
8393,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
8394,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
8395,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,5.0,5.0
8396,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,5.0,1.0
8397,Small (Less than 250 employees),Male,40 to 54 years,2.0,2.0,3.0,4.0
8398,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,2.0,5.0
8399,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,4.0,4.0
8400,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,2.0,3.0
8401,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,2.0,4.0
8402,Small (Less than 250 employees),Male,40 to 54 years,4.0,3.0,4.0,4.0
8403,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,5.0
8404,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,5.0,4.0
8405,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
8406,Small (Less than 250 employees),Male,55 years or older,3.0,2.0,4.0,5.0
8407,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,4.0,2.0
8408,Small (Less than 250 employees),Female,55 years or older,2.0,3.0,4.0,5.0
8409,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,5.0,5.0
8410,Small (Less than 250 employees),Female,55 years or older,5.0,5.0,5.0,5.0
8411,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,4.0
8412,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,4.0
8413,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,2.0,5.0
8414,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,5.0,5.0
8415,Small (Less than 250 employees),Male,Under 40 years,3.0,3.0,3.0,4.0
8416,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,4.0,5.0
8417,Small (Less than 250 employees),Female,55 years or older,1.0,4.0,3.0,4.0
8418,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
8419,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,3.0,4.0
8420,Small (Less than 250 employees),Female,Under 40 years,2.0,2.0,5.0,2.0
8421,Small (Less than 250 employees),Female,Under 40 years,4.0,3.0,2.0,4.0
8422,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,4.0
8423,Small (Less than 250 employees),Female,55 years or older,4.0,5.0,5.0,5.0
8424,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,5.0,5.0
8425,Small (Less than 250 employees),Female,40 to 54 years,4.0,3.0,4.0,4.0
8426,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,2.0,3.0
8427,Small (Less than 250 employees),Male,55 years or older,2.0,4.0,4.0,4.0
8428,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,2.0,5.0
8429,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
8430,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,4.0,5.0
8431,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,3.0,4.0
8432,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,4.0
8433,Small (Less than 250 employees),Male,55 years or older,2.0,4.0,5.0,5.0
8434,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,3.0,4.0
8435,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,5.0
8436,Small (Less than 250 employees),Female,55 years or older,2.0,2.0,4.0,3.0
8437,Small (Less than 250 employees),Female,40 to 54 years,4.0,2.0,4.0,4.0
8438,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,5.0
8439,Small (Less than 250 employees),Female,Under 40 years,2.0,3.0,2.0,3.0
8440,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,1.0,4.0
8441,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,3.0,4.0
8442,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,5.0,4.0
8443,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
8444,Small (Less than 250 employees),Female,55 years or older,4.0,3.0,4.0,3.0
8445,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,1.0,4.0
8446,Small (Less than 250 employees),Male,55 years or older,4.0,4.0,5.0,5.0
8447,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,4.0,3.0
8448,Small (Less than 250 employees),Female,40 to 54 years,5.0,5.0,5.0,5.0
8449,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,4.0
8450,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,5.0,2.0
8451,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,5.0
8452,Small (Less than 250 employees),Male,Under 40 years,5.0,4.0,3.0,4.0
8453,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,4.0,4.0
8454,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,5.0,5.0
8455,Small (Less than 250 employees),Male,40 to 54 years,1.0,5.0,3.0,4.0
8456,Small (Less than 250 employees),Male,55 years or older,3.0,1.0,4.0,4.0
8457,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,2.0,5.0
8458,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,4.0,4.0
8459,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,2.0,4.0
8460,Small (Less than 250 employees),Male,40 to 54 years,4.0,2.0,5.0,5.0
8461,Small (Less than 250 employees),Female,55 years or older,4.0,5.0,4.0,4.0
8462,Small (Less than 250 employees),Male,40 to 54 years,1.0,1.0,1.0,1.0
8463,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,5.0
8464,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,3.0,4.0
8465,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,4.0
8466,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,4.0
8467,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,2.0,4.0
8468,Small (Less than 250 employees),Female,Under 40 years,1.0,5.0,3.0,5.0
8469,Small (Less than 250 employees),Female,Under 40 years,2.0,5.0,5.0,4.0
8470,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,4.0
8471,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,3.0,4.0
8472,Small (Less than 250 employees),Male,55 years or older,3.0,2.0,4.0,4.0
