,2,1. What is your gender?,2. How old were you at your last birthday?,47a. I have unrealistic time pressures,19a. My supervisor communicates effectively,"17d. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","17e. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
11259,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,3.0,4.0
11260,Small (Less than 250 employees),Female,40 to 54 years,4.0,2.0,4.0,3.0
11261,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,5.0
11262,Small (Less than 250 employees),Female,40 to 54 years,1.0,5.0,2.0,4.0
11263,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
11264,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,2.0,3.0
11265,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
11266,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,2.0,4.0
11267,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,4.0,4.0
11268,Small (Less than 250 employees),Male,40 to 54 years,2.0,5.0,2.0,5.0
11269,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,4.0,5.0
11270,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,5.0,5.0
11271,Small (Less than 250 employees),Female,55 years or older,4.0,5.0,5.0,5.0
11272,Small (Less than 250 employees),Male,Under 40 years,2.0,5.0,5.0,4.0
11273,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,3.0,1.0
11274,Small (Less than 250 employees),Female,55 years or older,4.0,5.0,5.0,5.0
11275,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,4.0,5.0
11276,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,5.0,5.0
11277,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,4.0
11278,Small (Less than 250 employees),Female,55 years or older,4.0,3.0,2.0,2.0
11279,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,4.0,4.0
11280,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,2.0,4.0
11281,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,5.0,2.0
11282,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,4.0,4.0
11283,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,5.0
11284,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,4.0,4.0
11285,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
11286,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
11287,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,4.0
11288,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,4.0,5.0
11289,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,4.0,4.0
11290,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,4.0
11291,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,5.0
11292,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,5.0,5.0
11293,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,5.0,4.0
11294,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,5.0,4.0
11295,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
11296,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,3.0
11297,Small (Less than 250 employees),Male,55 years or older,5.0,4.0,3.0,3.0
11298,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,4.0
11299,Small (Less than 250 employees),Female,Under 40 years,4.0,2.0,4.0,4.0
11300,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,4.0,4.0
11301,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
11302,Small (Less than 250 employees),Female,Under 40 years,2.0,5.0,3.0,4.0
11303,Small (Less than 250 employees),Female,55 years or older,2.0,2.0,2.0,4.0
11304,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,4.0
11305,Small (Less than 250 employees),Male,40 to 54 years,2.0,1.0,4.0,3.0
11306,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,4.0,5.0
11307,Small (Less than 250 employees),Male,Under 40 years,3.0,2.0,4.0,4.0
11308,Small (Less than 250 employees),Male,Under 40 years,1.0,2.0,3.0,4.0
11309,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,4.0,2.0
11310,Small (Less than 250 employees),Male,Under 40 years,2.0,3.0,4.0,4.0
11311,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,4.0,4.0
11312,Small (Less than 250 employees),Male,55 years or older,1.0,4.0,3.0,4.0
11313,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
11314,Small (Less than 250 employees),Female,40 to 54 years,3.0,2.0,5.0,5.0
11315,Small (Less than 250 employees),Female,55 years or older,3.0,3.0,3.0,4.0
11316,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,4.0,4.0
11317,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,5.0
11318,Small (Less than 250 employees),Male,Under 40 years,1.0,3.0,2.0,4.0
11319,Small (Less than 250 employees),Female,Under 40 years,5.0,5.0,4.0,5.0
11320,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,5.0,4.0
11321,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,5.0
11322,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,4.0
11323,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,3.0,2.0
11324,Small (Less than 250 employees),Male,Under 40 years,3.0,1.0,2.0,4.0
11325,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,5.0
11326,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,4.0,4.0
11327,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
11328,Small (Less than 250 employees),Female,55 years or older,1.0,5.0,1.0,1.0
11329,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,5.0,5.0
11330,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,5.0,5.0
11331,Small (Less than 250 employees),Female,40 to 54 years,4.0,3.0,3.0,2.0
11332,Small (Less than 250 employees),Male,Under 40 years,5.0,4.0,1.0,3.0
11333,Small (Less than 250 employees),Female,55 years or older,4.0,2.0,4.0,4.0
11334,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,4.0,4.0
11335,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,2.0
11336,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,3.0,3.0
11337,Small (Less than 250 employees),Female,Under 40 years,5.0,5.0,2.0,4.0
11338,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,1.0,5.0
11339,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,4.0
11340,Small (Less than 250 employees),Female,40 to 54 years,5.0,4.0,5.0,5.0
11341,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,4.0,4.0
11342,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,5.0
11343,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,5.0,5.0
11344,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,5.0,5.0
11345,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,3.0,4.0
11346,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
11347,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,5.0,5.0
11348,Small (Less than 250 employees),Female,Under 40 years,1.0,4.0,4.0,5.0
11349,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,4.0
11350,Small (Less than 250 employees),Male,55 years or older,2.0,3.0,3.0,3.0
11351,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
11352,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,4.0
11353,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,3.0,4.0
11354,Small (Less than 250 employees),Female,55 years or older,2.0,2.0,4.0,4.0
11355,Small (Less than 250 employees),Male,55 years or older,4.0,4.0,4.0,4.0
11356,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,4.0,4.0
11357,Small (Less than 250 employees),Female,Under 40 years,2.0,5.0,5.0,5.0
11358,Small (Less than 250 employees),Male,Under 40 years,2.0,2.0,2.0,4.0
11359,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,4.0,4.0
11360,Small (Less than 250 employees),Female,Under 40 years,3.0,3.0,4.0,4.0
11361,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,3.0,5.0
11362,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,5.0
11363,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,5.0
11364,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,5.0,4.0
11365,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
11366,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,2.0,2.0
11367,Small (Less than 250 employees),Female,Under 40 years,3.0,3.0,4.0,4.0
11368,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,4.0,5.0
11369,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
11370,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
11371,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,4.0
11372,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,3.0
11373,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,2.0,4.0
11374,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,4.0,4.0
11375,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,5.0,5.0
11376,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,3.0,4.0
11377,Small (Less than 250 employees),Female,55 years or older,1.0,5.0,5.0,4.0
11378,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,4.0,4.0
11379,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,2.0,3.0
11380,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,4.0,4.0
11381,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,4.0,4.0
11382,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,5.0,5.0
11383,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,2.0,4.0
11384,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,2.0,3.0
11385,Small (Less than 250 employees),Female,Under 40 years,4.0,3.0,4.0,4.0
11386,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
11387,Small (Less than 250 employees),Female,Under 40 years,2.0,3.0,2.0,4.0
11388,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
11389,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,2.0
11390,Small (Less than 250 employees),Male,55 years or older,3.0,3.0,3.0,3.0
11391,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,3.0,4.0
11392,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,4.0,4.0
11393,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
11394,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,2.0
11395,Small (Less than 250 employees),Female,40 to 54 years,5.0,5.0,5.0,5.0
11396,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,2.0,5.0
11397,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,4.0,4.0
11398,Small (Less than 250 employees),Male,40 to 54 years,4.0,3.0,3.0,4.0
11399,Small (Less than 250 employees),Female,40 to 54 years,1.0,3.0,4.0,5.0
11400,Small (Less than 250 employees),Female,Under 40 years,5.0,4.0,4.0,4.0
11401,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,4.0,4.0
11402,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,3.0,4.0
11403,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,5.0
11404,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,4.0
11405,Small (Less than 250 employees),Male,55 years or older,2.0,4.0,4.0,4.0
11406,Small (Less than 250 employees),Female,40 to 54 years,1.0,4.0,2.0,4.0
11407,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
11408,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,4.0,4.0
11409,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,5.0,5.0
11410,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,5.0,5.0
11411,Small (Less than 250 employees),Male,55 years or older,2.0,5.0,4.0,4.0
11412,Small (Less than 250 employees),Male,55 years or older,5.0,5.0,3.0,3.0
11413,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,5.0,5.0
11414,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,2.0,2.0
11415,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
11416,Small (Less than 250 employees),Female,55 years or older,1.0,4.0,4.0,3.0
11417,Small (Less than 250 employees),Female,Under 40 years,2.0,3.0,4.0,3.0
11418,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,4.0,3.0
11419,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,3.0,4.0
11420,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
11421,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,4.0,4.0
11422,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,5.0
11423,Small (Less than 250 employees),Female,Under 40 years,4.0,2.0,4.0,2.0
11424,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,5.0
11425,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,4.0,5.0
11426,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,5.0,5.0
11427,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,4.0,5.0
11428,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,4.0,5.0
11429,Small (Less than 250 employees),Female,55 years or older,2.0,5.0,5.0,5.0
11430,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
11431,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,5.0,5.0
11432,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,4.0,4.0
11433,Small (Less than 250 employees),Female,Under 40 years,3.0,3.0,4.0,4.0
11434,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,3.0,5.0
11435,Small (Less than 250 employees),Male,40 to 54 years,2.0,3.0,5.0,4.0
11436,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,4.0,4.0
11437,Small (Less than 250 employees),Female,55 years or older,2.0,4.0,5.0,5.0
11438,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,4.0,4.0
11439,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,2.0,2.0
11440,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,2.0,3.0
11441,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
11442,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,5.0,5.0
11443,Small (Less than 250 employees),Male,55 years or older,4.0,2.0,4.0,3.0
11444,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
11445,Small (Less than 250 employees),Female,40 to 54 years,2.0,5.0,1.0,5.0
11446,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,4.0
11447,Small (Less than 250 employees),Male,40 to 54 years,4.0,3.0,2.0,4.0
11448,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,4.0,4.0
11449,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
11450,Small (Less than 250 employees),Female,Under 40 years,2.0,3.0,2.0,4.0
11451,Small (Less than 250 employees),Male,Under 40 years,1.0,2.0,1.0,3.0
11452,Small (Less than 250 employees),Male,55 years or older,4.0,5.0,5.0,4.0
11453,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,1.0,5.0
11454,Small (Less than 250 employees),Female,Under 40 years,1.0,2.0,3.0,3.0
11455,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,2.0,4.0
11456,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
11457,Small (Less than 250 employees),Male,55 years or older,2.0,4.0,4.0,4.0
11458,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,4.0
11459,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,4.0
11460,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,3.0,3.0
11461,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,3.0,4.0
11462,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
11463,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
11464,Small (Less than 250 employees),Female,40 to 54 years,3.0,2.0,4.0,3.0
11465,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,4.0,4.0
11466,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,5.0,5.0
11467,Small (Less than 250 employees),Male,55 years or older,4.0,4.0,3.0,3.0
11468,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,5.0
11469,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,1.0,1.0
11470,Small (Less than 250 employees),Female,40 to 54 years,5.0,5.0,4.0,5.0
11471,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,3.0
11472,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,4.0,5.0
11473,Small (Less than 250 employees),Female,Under 40 years,5.0,5.0,3.0,4.0
11474,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,5.0,5.0
11475,Small (Less than 250 employees),Female,55 years or older,4.0,5.0,5.0,5.0
11476,Small (Less than 250 employees),Female,Under 40 years,3.0,2.0,4.0,4.0
11477,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,3.0,2.0
11478,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,2.0,4.0
11479,Small (Less than 250 employees),Female,55 years or older,2.0,4.0,2.0,3.0
11480,Small (Less than 250 employees),Female,Under 40 years,5.0,4.0,4.0,4.0
11481,Small (Less than 250 employees),Female,40 to 54 years,5.0,5.0,4.0,4.0
11482,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,3.0,3.0
11483,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
11484,Small (Less than 250 employees),Male,Under 40 years,1.0,1.0,4.0,5.0
11485,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,3.0,2.0
11486,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,4.0,5.0
11487,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,5.0,3.0
11488,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,4.0,5.0
11489,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,5.0,3.0
11490,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,2.0,1.0
11491,Small (Less than 250 employees),Female,55 years or older,2.0,5.0,1.0,2.0
11492,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,2.0,4.0
11493,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,5.0,5.0
11494,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,4.0
11495,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,2.0,4.0
11496,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,4.0,4.0
11497,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,2.0,4.0
11498,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,3.0
11499,Small (Less than 250 employees),Male,40 to 54 years,2.0,5.0,3.0,4.0
11500,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,5.0
11501,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,4.0
11502,Small (Less than 250 employees),Female,40 to 54 years,2.0,5.0,3.0,4.0
11503,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,4.0
11504,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,5.0
11505,Small (Less than 250 employees),Male,55 years or older,4.0,4.0,5.0,5.0
11506,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,2.0,4.0
11507,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,4.0
11508,Small (Less than 250 employees),Female,40 to 54 years,2.0,2.0,2.0,3.0
