,AS,1. What is your gender?,2. How old were you at your last birthday?,36a. I have unrealistic time pressures,20a. My supervisor provides me with regular and constructive feedback,"18f. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","18g. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
34280,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34281,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,2.0,3.0
34282,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,3.0
34283,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
34284,"Large (1,001 or more employees)",Male,Under 40 years,1.0,3.0,2.0,3.0
34285,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,4.0,5.0
34286,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34287,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,3.0,5.0
34288,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,2.0,5.0
34289,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,5.0,5.0
34290,"Large (1,001 or more employees)",Female,Under 40 years,4.0,2.0,1.0,2.0
34291,"Large (1,001 or more employees)",Male,Under 40 years,1.0,2.0,4.0,4.0
34292,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,4.0,4.0
34293,"Large (1,001 or more employees)",Female,Under 40 years,4.0,2.0,4.0,4.0
34294,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,4.0,3.0
34295,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,2.0,2.0
34296,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
34297,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,1.0,5.0
34298,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,5.0
34299,"Large (1,001 or more employees)",Male,Under 40 years,4.0,3.0,4.0,4.0
34300,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,5.0
34301,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,5.0
34302,Small (Less than 250 employees),Female,Under 40 years,4.0,2.0,5.0,3.0
34303,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,4.0,4.0
34304,"Large (1,001 or more employees)",Female,Under 40 years,2.0,2.0,3.0,4.0
34305,"Large (1,001 or more employees)",Male,Under 40 years,2.0,3.0,4.0,4.0
34306,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
34307,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,2.0,4.0
34308,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,5.0,5.0
34309,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,3.0,3.0
34310,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,5.0
34311,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
34312,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,2.0,4.0
34313,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34314,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,1.0,4.0
34315,"Large (1,001 or more employees)",Male,Under 40 years,1.0,4.0,3.0,2.0
34316,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,5.0
34317,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,4.0,2.0
34318,"Large (1,001 or more employees)",Female,Under 40 years,2.0,2.0,4.0,5.0
34319,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,2.0
34320,"Large (1,001 or more employees)",Female,Under 40 years,1.0,5.0,5.0,5.0
34321,"Large (1,001 or more employees)",Male,Under 40 years,2.0,1.0,5.0,5.0
34322,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,1.0,4.0
34323,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
34324,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
34325,"Large (1,001 or more employees)",Female,Under 40 years,2.0,2.0,4.0,3.0
34326,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,4.0,4.0
34327,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,2.0,4.0
34328,"Medium (251 to 1,000 employees)",Male,Under 40 years,5.0,4.0,2.0,4.0
34329,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34330,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,5.0,5.0
34331,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,2.0,5.0
34332,"Large (1,001 or more employees)",Male,Under 40 years,4.0,2.0,2.0,4.0
34333,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,5.0,5.0
34334,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,3.0,3.0
34335,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,4.0
34336,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34337,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,3.0,4.0
34338,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,3.0,4.0
34339,"Large (1,001 or more employees)",Male,Under 40 years,4.0,3.0,4.0,4.0
34340,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,2.0,4.0
34341,"Large (1,001 or more employees)",Male,Under 40 years,3.0,3.0,3.0,3.0
34342,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,5.0,4.0
34343,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,2.0,4.0
34344,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,5.0,5.0
34345,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
34346,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
34347,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,3.0
34348,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,5.0,4.0
34349,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34350,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34351,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,5.0,5.0
34352,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,1.0,1.0
34353,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34354,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,5.0,4.0
34355,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,3.0,4.0,4.0
34356,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,5.0
34357,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,5.0,5.0
34358,"Large (1,001 or more employees)",Female,Under 40 years,4.0,2.0,4.0,4.0
34359,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,5.0
34360,"Large (1,001 or more employees)",Male,Under 40 years,1.0,3.0,3.0,2.0
34361,"Large (1,001 or more employees)",Female,Under 40 years,1.0,1.0,4.0,3.0
34362,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,2.0,4.0
34363,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
34364,"Large (1,001 or more employees)",Male,Under 40 years,4.0,3.0,4.0,4.0
34365,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,3.0,4.0
34366,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34367,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,4.0,5.0
34368,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,5.0,4.0
34369,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34370,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,5.0
34371,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,3.0,5.0
34372,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,4.0,4.0
34373,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,2.0,4.0,2.0
34374,"Large (1,001 or more employees)",Male,Under 40 years,3.0,2.0,4.0,4.0
34375,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,5.0
34376,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,4.0,5.0
34377,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,4.0,4.0
34378,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34379,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,1.0,1.0
34380,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
34381,"Large (1,001 or more employees)",Female,Under 40 years,5.0,5.0,5.0,5.0
34382,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,3.0
34383,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,3.0,4.0
34384,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34385,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,2.0,4.0
34386,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,2.0,4.0
34387,"Large (1,001 or more employees)",Male,Under 40 years,1.0,3.0,1.0,4.0
34388,"Large (1,001 or more employees)",Female,Under 40 years,1.0,5.0,5.0,4.0
34389,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34390,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34391,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34392,"Large (1,001 or more employees)",Male,Under 40 years,2.0,1.0,2.0,4.0
34393,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
34394,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
34395,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34396,"Large (1,001 or more employees)",Male,Under 40 years,5.0,5.0,4.0,4.0
34397,"Large (1,001 or more employees)",Male,Under 40 years,4.0,3.0,4.0,4.0
34398,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,3.0,3.0,4.0
34399,"Large (1,001 or more employees)",Female,Under 40 years,1.0,5.0,4.0,4.0
34400,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34401,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
34402,"Large (1,001 or more employees)",Female,Under 40 years,5.0,4.0,4.0,4.0
34403,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,5.0,5.0
34404,"Large (1,001 or more employees)",Male,Under 40 years,1.0,2.0,4.0,4.0
34405,"Large (1,001 or more employees)",Male,Under 40 years,1.0,4.0,4.0,2.0
34406,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34407,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,5.0,4.0
34408,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,5.0,5.0
34409,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,2.0,3.0
34410,"Large (1,001 or more employees)",Female,Under 40 years,5.0,5.0,3.0,3.0
34411,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34412,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
34413,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,3.0,3.0,4.0
34414,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34415,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,3.0
34416,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,3.0,4.0
34417,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,3.0,3.0
34418,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34419,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,1.0,3.0
34420,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,4.0,4.0
34421,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
34422,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,2.0,2.0
34423,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,4.0,3.0
34424,"Large (1,001 or more employees)",Male,Under 40 years,1.0,2.0,4.0,2.0
34425,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
34426,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,3.0,4.0
34427,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
34428,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
34429,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
34430,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,3.0,4.0
34431,"Medium (251 to 1,000 employees)",Male,Under 40 years,1.0,3.0,1.0,3.0
34432,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
34433,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,5.0,5.0
34434,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
34435,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,3.0
34436,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,5.0
34437,"Medium (251 to 1,000 employees)",Female,Under 40 years,5.0,5.0,5.0,5.0
34438,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34439,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,2.0
34440,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34441,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,5.0
34442,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34443,"Large (1,001 or more employees)",Female,Under 40 years,4.0,2.0,4.0,3.0
34444,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,4.0
34445,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,5.0
34446,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,3.0,4.0
34447,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,5.0,5.0
34448,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34449,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,3.0,3.0
34450,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
34451,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,4.0,4.0
34452,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,5.0,5.0
34453,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
34454,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
34455,"Large (1,001 or more employees)",Female,Under 40 years,4.0,2.0,4.0,4.0
34456,Small (Less than 250 employees),Female,Under 40 years,4.0,1.0,4.0,4.0
34457,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,5.0,5.0
34458,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34459,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,4.0,4.0
34460,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,4.0,4.0
34461,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,4.0,4.0
34462,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34463,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
34464,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
34465,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,4.0,4.0
34466,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,4.0,4.0
34467,"Large (1,001 or more employees)",Male,Under 40 years,1.0,3.0,4.0,4.0
34468,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,5.0,5.0
34469,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,1.0,5.0
34470,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,1.0,4.0
34471,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,4.0,4.0
34472,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
34473,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,2.0,2.0
34474,Small (Less than 250 employees),Male,Under 40 years,2.0,5.0,3.0,4.0
34475,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,3.0,5.0
34476,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34477,Small (Less than 250 employees),Male,Under 40 years,4.0,3.0,2.0,4.0
34478,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
34479,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
34480,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,3.0,5.0
34481,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34482,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,5.0,5.0
34483,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34484,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,5.0
34485,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,5.0,5.0
34486,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
34487,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,2.0,4.0
34488,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,5.0,5.0
34489,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,5.0,4.0
34490,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,4.0,4.0
34491,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,5.0,5.0
34492,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,3.0
34493,Small (Less than 250 employees),Female,Under 40 years,2.0,2.0,2.0,5.0
34494,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34495,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,3.0,3.0
34496,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,3.0,4.0
34497,"Large (1,001 or more employees)",Male,Under 40 years,5.0,4.0,4.0,4.0
34498,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,3.0
34499,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34500,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,5.0,5.0
34501,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,3.0,4.0
34502,"Large (1,001 or more employees)",Female,Under 40 years,4.0,1.0,5.0,5.0
34503,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,3.0
34504,"Large (1,001 or more employees)",Male,Under 40 years,2.0,2.0,2.0,1.0
34505,"Large (1,001 or more employees)",Male,Under 40 years,2.0,3.0,3.0,3.0
34506,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,2.0,4.0
34507,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,2.0,4.0
34508,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34509,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,2.0,4.0
34510,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
34511,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
34512,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,5.0,4.0
34513,"Large (1,001 or more employees)",Male,Under 40 years,5.0,4.0,3.0,4.0
34514,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34515,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,5.0,5.0
34516,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,3.0,3.0
34517,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34518,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,2.0,4.0,4.0
34519,"Large (1,001 or more employees)",Female,Under 40 years,5.0,5.0,5.0,5.0
34520,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34521,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,4.0,5.0
34522,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,5.0,4.0
34523,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,4.0,4.0
34524,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
34525,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
34526,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34527,"Large (1,001 or more employees)",Male,Under 40 years,3.0,3.0,5.0,5.0
34528,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,2.0,3.0
34529,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,5.0,5.0,4.0
34530,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
34531,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34532,"Large (1,001 or more employees)",Male,Under 40 years,3.0,3.0,2.0,4.0
34533,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34534,Small (Less than 250 employees),Male,Under 40 years,4.0,1.0,1.0,2.0
34535,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,4.0,4.0
34536,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,5.0,5.0
